"Bid Solicitation #","Organization Name","Contract #","Buyer","Description","Bid Opening Date","Bid Holder List","Awarded Vendor(s)","Status","Alternate Id"
"80DOT-S1396","Department of Transportation","","Marti Marsh","FortiGate-3600E Firewalls","12/23/2020 14:00:00","","Dell Marketing L.P, LLC dba Dell EMC","Bid to PO","NDHQ87621"
"80DOT-S1395","Department of Transportation","","Marti Marsh","10K Lb. Rubber Tracked Mini Excavator","12/16/2020 14:30:00","","Cashman Equipment Company","Bid to PO","NDEQ021375"
"40DHHS-S1393","Department of Human Services","","Marti Marsh","Webcams and Headsets","11/30/2020 11:00:00","","Diltex Inc","Bid to PO","406 33566"
"08DOA-S1391","Department of Administration","","Marti Marsh","Fortinet Product Licensing","12/14/2020 14:00:00","/bso/external/bidAckList.sdo","Dell Marketing L.P, LLC dba Dell EMC","Bid to PO","180 R13013"
"80DOT-S1390","Department of Transportation","","Marti Marsh","Remote Controlled Skid Steer","12/10/2020 10:00:00","","Hard-Line USA","Bid to PO","NDEQ021368"
"99SWC-S1389","Statewide Contracts","","Gideon Davis","Public Safety Communications Products, Services, and Solutions (NASPO ValuePoint)","01/25/2021 23:59:00","","Bid Solicitation Closed - Awarded Outside System","Closed","Washington 00318"
"95PEBP-S1388","Public Employees' Benefits Program","95PEBP-NV21-7810","Annette Morfin","Health Plan Auditor","12/22/2020 13:00:00","","Claim Technologies Incorporated","Bid to PO","CETS #12614"
"40DHHS-S1387","Department of Human Services","40DHHS-NV21-7869","Christine Phipps","EpiTrax Implementation and Data Migration","12/28/2020 14:00:00","/bso/external/bidAckList.sdo","InductiveHealth Informatics, Inc.","Bid to PO",""
"74BAI-S1386","Department of Business and Industry","74BAI-NV21-7179 74BAI-NV21-7180","Marina Benn","ADR Mediation Service","12/04/2020 17:00:00","/bso/external/bidAckList.sdo","Auburn Associates, Greenspoon Marder LLP","Bid to PO","mbenn@red.nv.gov"
"40DHHS-S1385","Department of Human Services","40DHHS-NV21-9331","Christine Phipps","Patient Electronic Health Record-CHS System Replacement  d CHS","01/15/2021 14:00:00","/bso/external/bidAckList.sdo","Patagonia Health, Inc.","Bid to PO","S964"
"81DMV-S1384","Department of Motor Vehicles","","Marti Marsh","Barcode Readers","11/16/2020 13:00:00","","CDW Government, Inc.","Bid to PO","810 33534"
"81DMV-S1383","Department of Motor Vehicles","","Marti Marsh","Barcode Readers","11/16/2020 13:00:00","","CDW Government, Inc.","Bid to PO","810 33535"
"80DOT-S1382","Department of Transportation","","Marti Marsh","Towable Road Brooms","12/08/2020 14:30:00","","Pape' Machinery, Inc.","Bid to PO","NDEQ021370"
"80DOT-S1381","Department of Transportation","","Marti Marsh","Skid Steer Paver Attachment","12/29/2020 14:00:00","","Shafer Equipment Company, Inc.","Bid to PO","NDEQ021371"
"80DOT-S1380","Department of Transportation","","Marti Marsh","40K Capacity Sliding Axle Trailer","12/08/2020 14:00:00","","Enoven Truck Body + Equipment","Bid to PO","NDEQ021376"
"80DOT-S1379","Department of Transportation","","Teri Becker","Fencing Tube Slats","11/13/2020 14:00:00","","NORTHWEST FENCE & SUPPLY INC","Bid to PO","RX NDEQ021393"
"55AGR-S1377","Department of Agriculture","55AGR-NV21-8402 55AGR-NV21-8404 55AGR-NV21-8398 55AGR-NV21-8401 55AGR-NV21-8399 55AGR-NV21-8403 55AGR-NV21-8396 55AGR-NV21-8400 55AGR-NV21-8405 55AGR-NV21-8397","Teri Becker","USDA Foods Processing - Various Products","02/05/2021 14:00:00","","Bongards Creameries, Don Lee Farms, Integrated Food Service, INTERNATIONAL FOOD SOLUTIONS , JTM Food Group, Land O'Lakes, M.C.I. Foods, Inc., Michael Foods, Inc., National Food Group, Inc., YANGS 5TH TASTE ","Bid to PO","National School Lunch Program"
"99SWC-S1376","Statewide Contracts","","Heather Moon","AUTOMOTIVE PARTS - NASPO","12/14/2020 14:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed",""
"70CNR-S1375","Department of Conservation and Natural Resources","","Nancy Feser","State Parks - Online Reservations and POS System","04/15/2021 14:00:00","","VenTek International","Bid to PO",""
"80DOT-S1374","Department of Transportation","","Annette Morfin","Hot Plate","11/10/2020 16:00:00","","Grainger","Bid to PO","NDHQ86621"
"70CNR-S1373","Department of Conservation and Natural Resources","","Jen  Villanueva","Grazing lease for Ft Churchill","11/27/2020 14:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed",""
"72DOW-S1372","Department of Wildlife","","Teri Becker","Snow Removal Services Ely, NV","11/11/2020 14:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","Informal"
"80DOT-S1370","Department of Transportation","","Marti Marsh","AWD Front End Loaders","11/30/2020 14:30:00","","Pape' Machinery, Inc.","Bid to PO","NDEQ021353"
"70CNR-S1368","Department of Conservation and Natural Resources","","Jen  Villanueva","Grazing lease for Washoe Valley","11/27/2020 14:00:00","","N/A","Closed",""
"24VS-S1367","Department of Veterans Services","","Teri Becker","Battery Powered Shower Chair","11/12/2020 14:00:00","","EZ Way Inc","Bid to PO","RX 240-33519"
"80DOT-S1366","Department of Transportation","","Marti Marsh","60K GVW Dump Trucks","11/30/2020 14:00:00","","Velocity Truck Centers","Bid to PO","NDEQ021356"
"70CNR-S1365","Department of Conservation and Natural Resources","","Jen  Villanueva","Grazing lease for Spring Valley","11/27/2020 14:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed",""
"03AG-S1363","Attorney General's Office","","Marti Marsh","Adesso Web Cameras","11/05/2020 13:00:00","","Diltex Inc","Bid to PO","030 33502"
"65DPS-S1361","Department of Public Safety","","Heather Moon","FLARES","11/03/2020 12:00:00","","Grainger","Bid to PO","651-HP-2034"
"70CNR-S1359","Department of Conservation and Natural Resources","70CNR-NV21-7765","Nancy Feser","DEP21-013 Lead Testing in Water at Childcare Centers","12/02/2020 14:00:00","","TruePani","Bid to PO","DEP21-013"
"80DOT-S1358","Department of Transportation","","Gail Burchett","R12 Base and Rover","11/19/2020 14:00:00","","MONSEN ENGINEERING LLC","Bid to PO",""
"80DOT-S1357","Department of Transportation","","Marti Marsh","60K Water Truck with Stainless Steel Tank","11/17/2020 14:00:00","","Velocity Truck Centers","Bid to PO","NDEQ021343"
"80DOT-S1356","Department of Transportation","","Marti Marsh","4WD Industrial Tractor","11/12/2020 14:30:00","","Renner Equipment Company","Bid to PO","NDEQ021365"
"80DOT-S1355","Department of Transportation","","Marti Marsh","Tandem Axle Equipment Trailer","11/12/2020 14:00:00","","Coast Counties Peterbilt","Bid to PO","NDEQ021366"
"80DOT-S1353","Department of Transportation","","Marti Marsh","Solar Message Board","11/04/2020 14:30:00","","RoadSafe Traffic Systems, Inc","Bid to PO","NDEQ021359"
"30DOE-S1352","Department of Education","","Gail Burchett","RFI FOR SOCIAL STUDIES LEARNING MATERIALS","11/23/2020 17:00:00","","N/A","Closed",""
"99SWC-S1351","Statewide Contracts","","Teri Becker","Invoice Auditing Services","12/07/2020 12:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","MMCAP Infuse 29687"
"80DOT-S1348","Department of Transportation","","Annette Morfin","Ohaus Bench Scales","10/22/2020 14:00:00","","VIRGINIA LAB SUPPLY CORP","Bid to PO","NDHQ86521"
"80DOT-S1347","Department of Transportation","","Marti Marsh","Material Testing Lab","11/05/2020 14:00:00","","US Modular Group, Inc.","Bid to PO","NDEQ0121354"
"80DOT-S1345","Department of Transportation","","Marti Marsh","Hook Lift Cab & Chassis","11/03/2020 14:00:00","","Velocity Truck Centers","Bid to PO","NDEQ021344"
"80DOT-S1344","Department of Transportation","","Marti Marsh","Trailer Mounted Crack Filler","10/28/2020 14:00:00","","Cimline Inc.","Bid to PO","NDEQ021350"
"72DOW-S1343","Department of Wildlife","","Teri Becker","Patrol Boat/Motor","10/27/2020 10:00:00","","METAL SHARK ","Bid to PO","RX 702-33458"
"65DPS-S1342","Department of Public Safety","","Heather Moon","POLICE UNIFORM ACCESSORIES","10/15/2020 12:00:00","","Botach Inc.","Bid to PO",""
"81DMV-S1340","Department of Motor Vehicles","","Marti Marsh","Lexmark Toner Cartridges","10/14/2020 10:00:00","","IPRINT TECHNOLOGIES","Bid to PO","810 33432"
"80DOT-S1339","Department of Transportation","","Marti Marsh","Pneumatic Roller","10/29/2020 14:30:00","","Cashman Equipment Company","Bid to PO","NDEQ021342"
"80DOT-S1338","Department of Transportation","","Marti Marsh","60K Cab & Chassis","10/29/2020 14:00:00","","Velocity Truck Centers","Bid to PO","NDEQ021345"
"99SWC-S1337","Statewide Contracts","","Teri Becker","MMCAP Infuse Virtual Meeting Planner","11/03/2020 12:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","MMCAP Infuse PT3416"
"40DHHS-S1336","Department of Human Services","","Marti Marsh","Lenovo Thinkpad X1 Carbon","10/12/2020 10:00:00","","CDW Government, Inc.","Bid to PO","409 33417"
"40DHHS-S1335","Department of Human Services","","Annette Morfin","Paperback Books","10/12/2020 13:00:00","","Kaplan Early Learning Company","Bid to PO","400 33383"
"80DOT-S1334","Department of Transportation","","Marti Marsh","Self Propelled Chip Spreader","10/27/2020 14:30:00","","Bearcat Manufacturing","Bid to PO","NDEQ021341"
"80DOT-S1333","Department of Transportation","","Marti Marsh","Self Propelled Road Brooms","10/27/2020 14:00:00","","Pape' Machinery, Inc.","Bid to PO","NDEQ021333"
"80DOT-S1332","Department of Transportation","80DOT-NV21-6754","Marti Marsh","All Season Cold Patch","10/26/2020 14:00:00","","Seaboard Asphalt Products Company","Bid to PO","OTC"
"70CNR-S1331","Department of Conservation and Natural Resources","70CNR-NV21-7891","Nancy Feser","Helicopter Repair Services Non-Engine","11/12/2020 14:00:00","","Pac West Helicopters, Inc.","Bid to PO",""
"43ADG-S1330","Adjutant General","","Teri Becker","Sanitizing Ultraviolet Machine","10/08/2020 14:00:00","","Queen of Safety Supply Co LLC","Bid to PO","RX 431-33411"
"80DOT-S1329","Department of Transportation","80DOT-NV21-6749","Marti Marsh","Waterborne Traffic Paint","10/22/2020 14:00:00","","Ennis-Flint, Inc.","Bid to PO","OTC"
"08DOA-S1327","Department of Administration","08DOA-NV21-8806","Christine Phipps","AIX/Mainframe hardware, software, and services","03/08/2021 14:00:00","","Sirius Computer Solutions, Inc.","Bid to PO",""
"81DMV-S1326","Department of Motor Vehicles","","Marti Marsh","Lexmark Toner Cartridges","10/05/2020 14:00:00","","IPRINT TECHNOLOGIES","Bid to PO","810 33381"
"04SOS-S1325","Secretary of State's Office","04SOS-NV21-8991","Annette Morfin","NV SOS VOTER REGISTRATION AND ELECTION MANAGMENT","05/28/2021 12:00:00","","Gartner, Inc.","Bid to PO",""
"81DMV-S1324","Department of Motor Vehicles","81DMV-NV21-7392","Heather Moon","Vehicle Remote Sensing","11/04/2020 14:00:00","","Opus Inspection","Bid to PO",""
"80DOT-S1323","Department of Transportation","80DOT-NV21-6741","Marti Marsh","Reflective Sign Sheeting","10/21/2020 14:00:00","","3M Company","Bid to PO","OTC"
"43ADG-S1322","Adjutant General","","Teri Becker","Exercise Equipment","10/05/2020 14:00:00","","Nevada Fitness Systems","Bid to PO","RX 431-33369"
"24VS-S1321","Department of Veterans Services","","Heather Moon","X-Ray and Ultrasound Services","11/03/2020 14:00:00","","Diagnostic Laboratories","Bid to PO",""
"44DOC-S1320","Department of Corrections","","Teri Becker","AED Training Manikins ","10/05/2020 14:00:00","","CPR Savers & First Aid Supply","Bid to PO","RX 440-33400"
"81DMV-S1318","Department of Motor Vehicles","","Annette Morfin","Green Stripe Window Envelopes","09/23/2020 13:00:00","","Progressive Print Solutions","Bid to PO","810 33351"
"30DOE-S1317","Department of Education","30DOE-NV21-7435","Gail Burchett","GEAR UP Program","10/28/2020 14:00:00","","Paradigm Shift, LLP","Bid to PO",""
"24VS-S1316","Department of Veterans Services","","Heather Moon","Nutrition Services for Southern Nevada State Veterans Home","10/15/2020 14:00:00","","Masterpiece Cuisine LLC","Bid to PO",""
"43ADG-S1315","Adjutant General","","Teri Becker","Cafeteria and Kitchen Equipment","09/24/2020 14:00:00","","Douglas Equipment","Bid to PO","RX 431-33332"
"99SWC-S1312","Statewide Contracts","","Gideon Davis","Software Value-Added Reseller (SVAR) (NASPO ValuePoint)","10/20/2020 00:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","BPM002338 / NASPO ValuePoint"
"99SWC-S1310","Statewide Contracts","99SWC-NV21-7551","Nancy Feser","Electronic Fuel Dispensing & Card Lock Processing System","11/02/2020 14:00:00","","Pilot Thomas Logistics, LLC","Bid to PO",""
"90DETR-S1309","Department of Employment, Training and Rehabilitation","","Marti Marsh","Kodak I4250 Scanners","09/11/2020 11:00:00","","Image Access Corp.","Bid to PO","908 S421011"
"90DETR-S1308","Department of Employment, Training and Rehabilitation","","Marti Marsh","Kodak I4250 Scanners","09/11/2020 11:00:00","","Image Access Corp.","Bid to PO","908 S421010"
"50COMR-S1307","Commission on Mineral Resources","50COMR-NV21-7459","Ryan Vradenburg","Abandoned Mine Lands Revisit Program","10/29/2020 14:00:00","","Environmental Protection Services","Bid to PO",""
"43ADG-S1306","Adjutant General","","Marti Marsh","LG Displays","09/11/2020 10:00:00","","Fuselogix L.L.C., SHI International Corp","Bid to PO","431 33283"
"44DOC-S1302","Department of Corrections","44DOC-NV21-7399","Annette Morfin","Pest Control Services","10/05/2020 14:00:00","","Pestmaster Services","Bid to PO","201603"
"74BAI-S1301","Department of Business and Industry","74BAI-NV21-7374","Gail Burchett","Workers Comp insolvency Claims","10/09/2020 14:00:00","","Nevada Alternative Solutions, Inc.","Bid to PO",""
"95PEBP-S1299","Public Employees' Benefits Program","95PEBP-NV21-7713","Annette Morfin","PPO Dental Network","10/15/2020 14:00:00","","Diversified Dental Services, Inc.","Bid to PO","RFP"
"80DOT-S1297","Department of Transportation","","Marti Marsh","1/2"" SC 800 Coldmix","09/15/2020 14:00:00","","Reck Broters, LLC","Bid to PO","NDEQ021314"
"96SSHIX-S1296","Silver State Health Insurance Exchange","96SSHIX-NV21-7559","Ryan Vradenburg","Marketing and Outreach Campaign Services","12/11/2020 14:00:00","","The Abbi Agency","Bid to PO",""
"99SWC-S1295","Statewide Contracts","99SWC-NV21-6804","Ryan Vradenburg","Auction Services","10/02/2020 14:00:00","/bso/external/bidAckList.sdo","TNT Auction of Nevada, Inc.","Bid to PO",""
"80DOT-S1294","Department of Transportation","","Nancy Feser","Windows 10 Network Protocol Analyzer","10/01/2020 14:00:00","","Genuine Cable Group","Bid to PO","RX 083NDHQ84221"
"99SWC-S1293","Statewide Contracts","","Teri Becker","MMCAP Infuse Regional Business Consultant","09/17/2020 12:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","MMCAP Infulse PT3391"
"24VS-S1292","Department of Veterans Services","","Heather Moon","Housekeeping and Laundry Services for So. NV Veterans Home and So. NV Veterans Memorial Cemetary","09/29/2020 14:00:00","","Healthcare Services Group Inc.","Bid to PO",""
"95PEBP-S1291","Public Employees' Benefits Program","95PEBP-NV21-7573","Annette Morfin","Health Maintenance Organization (HMO)","10/13/2020 14:00:00","","Health Plan of Nevada, Inc. (HPN)","Bid to PO","RFP 3265"
"40DHHS-S1290","Department of Human Services","","Marti Marsh","Microsoft Surface Pro 7","08/25/2020 14:00:00","","Zones, Inc.","Bid to PO","409 33279"
"95PEBP-S1289","Public Employees' Benefits Program","95PEBP-NV21-7714","Annette Morfin","PPO/EPO Statewide Network","10/08/2020 14:00:00","","Aetna","Bid to PO","RFP 3100"
"40DHHS-S1288","Department of Human Services","","Teri Becker","Weight Lifting Equipment","08/27/2020 14:00:00","","BSN SPORTS, LLC","Bid to PO","RX 409YT000000029"
"81DMV-S1287","Department of Motor Vehicles","","Annette Morfin","Class C Drivers Handbooks","08/24/2020 14:00:00","","CREEL PRINTING ","Bid to PO","810 33251"
"55AGR-S1285","Department of Agriculture","","Annette Morfin","Noxious Weed Field Guides","08/19/2020 13:00:01","","Progressive Print Solutions","Bid to PO","550 X21007"
"99SWC-S1284","Statewide Contracts","99SWC-NV21-6341 99SWC-NV21-6342 99SWC-NV21-6705 99SWC-NV21-6340 99SWC-NV21-6704 99SWC-NV21-6339 99SWC-NV21-7048 99SWC-NV21-7512","Gideon Davis","Community Based Collection and Rapid Response COVID-19 Testing","12/31/2020 17:00:00","","AnyPlaceMD, HEALTH SCREENING SYSTEMS LLC , HR Support, NICUSA, Inc., Niznik Lab Corp, OPTIMUMEDICINE LLC, Thomas Scientific, WellHealth Management, LLC","Bid to PO",""
"72DOW-S1282","Department of Wildlife","","Teri Becker","Recirculating Aquaculture System","08/28/2020 14:00:00","","Pentair Aquatic Eco-Systems","Bid to PO","RX 702-33244"
"65DPS-S1279","Department of Public Safety","","Heather Moon","Street Legal Motorcycles","09/08/2020 14:00:00","","Sierra BMW Motorcycle","Bid to PO","658-33259"
"80DOT-S1277","Department of Transportation","80DOT-NV21-6388","Marti Marsh","Glass Traffic Beads","08/27/2020 14:00:00","/bso/external/bidAckList.sdo","Potters Industries, LLC","Bid to PO","OTC"
"08DOA-S1276","Department of Administration","08DOA-NV21-7313","Gail Burchett","Reno Snow Removal ","09/10/2020 14:00:00","","Summerscape, LLC","Bid to PO",""
"99SWC-S1274","Statewide Contracts","","Teri Becker","Kits Containing Naloxone-based Pharmaceutical Products","09/16/2020 12:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","MMCAP Infuse 29458"
"81DMV-S1273","Department of Motor Vehicles","","Annette Morfin","Dealer Reassignment of Title","08/07/2020 13:00:00","","International Security Products","Bid to PO","810 33226"
"40DHHS-S1272","Department of Human Services","40DHHS-NV21-7561","Ryan Vradenburg","NEMT Brokerage Services","09/25/2020 14:00:00","","Medical Transportation Management, Inc.","Bid to PO",""
"72DOW-S1271","Department of Wildlife","72DOW-NV21-6609","Teri Becker","Mountain Lion Removal and Capture Services","09/09/2020 14:00:00","","American Lion Specialists, LLC","Bid to PO",""
"30DOE-S1270","Department of Education","","Gail Burchett","NVIAM Assessment","08/31/2020 17:00:00","","N/A","Closed",""
