"Contract #","Bid Solicitation #","Description","Vendor","Type Code","Dollars Spent to Date","Organization","Status","Begin Date","End Date"
"99SWC-NV22-10471","","Behavioral Services","Step by Step Learning, LLC","","$500,000.00","Statewide Contracts","3PS - Sent","05/10/2022","04/30/2026"
"99SWC-NV22-10470","","Mental Health Services","Tamara Listinsky","","$90,000.00","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10469","","Community Based and Supported Living Arrangments","Charitys Place, LLC","","$5,000,000.00","Statewide Contracts","3PS - Sent","02/08/2022","01/31/2026"
"99SWC-NV22-10467","","Behavioral Support","Autism Spectrum and Disability Services","","$500,000.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10466","","Behavioral Services","Oasis ABA","","$571,863.44","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10465","","Emergency Services","MedScope America Corporation","","$104,600.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10463","","Mental Health Services","Physicians of America","","$0.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10462","","Mental Health Services","Pacific Behavioral Health","","$791,314.65","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10461","","Family Counseling Services","Robyn E. Davis","","$90,000.00","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10460","","Behavioral Services","Soar LLC","","$514,521.46","Statewide Contracts","3PS - Sent","05/10/2022","04/30/2026"
"99SWC-NV22-10459","","Behavioral Support","Brittany Edwards LLC","","$297,717.91","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10458","","Behavioral Support Services","On Point Behavior LLC","","$2,012,247.98","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10457","","Counseling Services","WestCare Nevada, Inc.","","$180,000.00","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10456","","Applied Behavior Services","UPlus Academy LLC","","$527,411.20","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10455","","Therapy Services","Cynthia Castillo","","$0.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10441","","Public Safety Communications Products, Services, and Solutions (NASPO ValuePoint)","Motorola Solutions Inc","","$12,060.72","Statewide Contracts","3PS - Sent","02/08/2022","12/31/2026"
"99SWC-NV22-10422","","Public Safety Communications Products, Services, and Solutions (NASPO ValuePoint)","Freedom Communication Technology","","$83,136.00","Statewide Contracts","3PS - Sent","01/06/2022","12/31/2026"
"99SWC-NV22-10345","","Monoclonal Antibody Treatment Mobile Outpatient Services","Ambulnz Holdings, LLC","","$0.00","Statewide Contracts","3PS - Sent","11/09/2021","10/31/2025"
"99SWC-NV22-10343","","Monoclonal Antibody Treatment Mobile Outpatient Services","OptumServe Health Services, Inc.","","$0.00","Statewide Contracts","3PS - Sent","03/08/2022","10/31/2025"
"99SWC-NV22-10342","","Monoclonal Antibody Treatment Mobile Outpatient Services","Garner Environmental Services, Inc.","","$0.00","Statewide Contracts","3PS - Sent","03/08/2022","10/31/2025"
"99SWC-NV22-10330","","Janitorial And Sanitation Supplies, Equipment And Related Services (OMNIA - City of Tucson)","Network Services Company","","$39,698.66","Statewide Contracts","3PS - Sent","06/01/2020","09/30/2025"
"99SWC-NV22-10326","","Cloud Solutions (NASPO - Utah)","Environmental Systems Research Institute, Inc. (Esri)","","$298,486.03","Statewide Contracts","3PS - Sent","12/20/2021","09/15/2026"
"99SWC-NV22-10300","","Cloud Solutions (NASPO - Utah)","Oracle America, Inc.","","$5,005,338.00","Statewide Contracts","3PS - Sent","12/08/2021","09/15/2026"
"99SWC-NV22-10285","","Public Safety Communications Products, Services, and Solutions (NASPO ValuePoint)","POWER PRODUCTS","","$0.00","Statewide Contracts","3PS - Sent","12/20/2021","12/31/2026"
"99SWC-NV22-10283","","Public Safety Communications Products, Services, and Solutions (NASPO ValuePoint)","Zetron, Inc","","$44,270.10","Statewide Contracts","3PS - Sent","01/12/2022","12/31/2026"
"99SWC-NV22-10272","","Public Safety Communications Products, Services, and Solutions (NASPO ValuePoint)","Harris Corp PSPC (L3Harris)","","$438,756.92","Statewide Contracts","3PS - Sent","12/21/2021","12/31/2026"
"99SWC-NV22-10244","","Public Safety Communications Products, Services, and Solutions (NASPO ValuePoint)","BK Technologies Inc.","","$1,455,651.91","Statewide Contracts","3PS - Sent","12/28/2021","12/31/2026"
"99SWC-NV22-10236","","Cloud Solutions (NASPO - Utah)","NTT DATA Services","","$2,254,577.40","Statewide Contracts","3PS - Sent","11/30/2021","09/15/2026"
"99SWC-NV22-10147","","Cloud Solutions (NASPO - Utah)","WellSky Human & Social Services Corporation","","$279,016.89","Statewide Contracts","3PS - Sent","08/11/2020","09/15/2026"
"99SWC-NV22-10133","","Grant Related Professional Services for Evaluation Services and Technical Assistance Services","H. GIL PEACH & ASSOCIATES, LLC","","$186,879.00","Statewide Contracts","3PS - Sent","01/01/2022","12/31/2025"
"99SWC-NV22-10132","","Grant Related Professional Services for Evaluation Services and Technical Assistance Services","American Institutes for Research in The Behavioral Sciences","","$0.00","Statewide Contracts","3PS - Sent","01/01/2022","12/31/2025"
"99SWC-NV22-10122","","Office Furniture, Custom Furniture","Silver State Industries","","$25,233.20","Statewide Contracts","3PS - Sent","01/01/2017","01/01/2050"
"99SWC-NV22-10096","","Preferred Purchase Program","Opportunity Village","","$17,079.34","Statewide Contracts","3PS - Sent","01/11/2022","01/31/2026"
"99SWC-NV22-10063","","Small Package Shipping FedEx NASPO","FedEx","","$5,914.96","Statewide Contracts","3PS - Sent","11/28/2021","11/27/2026"
"99SWC-NV22-10039","","Background Check Services","Employer Lynx Inc","","$0.00","Statewide Contracts","3PS - Sent","12/14/2021","12/31/2025"
"99SWC-NV21-9272","","Security Guard Services","Allied Universal Security Services","","$1,000,000.00","Statewide Contracts","3PS - Sent","10/01/2021","09/30/2025"
"99SWC-NV21-8568","","Gartner IT Research and Advisory PA","Gartner, Inc.","","$1,737,295.92","Statewide Contracts","3PS - Sent","06/01/2021","01/01/2026"
"99SWC-NV21-8448","","Fire Fuels Reduction and Vegetation Management Services","Cutting Edge Forestry, Inc.","","$691,727.01","Statewide Contracts","3PS - Sent","06/08/2021","06/07/2027"
"99SWC-NV21-8447","","Fire Fuels Reduction and Vegetation Management Services","Logan Simpson Design Inc","","$0.00","Statewide Contracts","3PS - Sent","06/08/2021","06/07/2027"
"99SWC-NV21-8445","","Fire Fuels Reduction and Vegetation Management Services","Sierra Peaks Enterprises LLC","","$65,860.00","Statewide Contracts","3PS - Sent","06/08/2021","06/07/2027"
"99SWC-NV21-8444","","Fire Fuels Reduction and Vegetation Management Services","GTS Forestry, Inc.","","$0.00","Statewide Contracts","3PS - Sent","06/08/2021","06/07/2027"
"99SWC-NV21-8443","","Fire Fuels Reduction and Vegetation Management Services","Markit! Forestry Management LLC","","$0.00","Statewide Contracts","3PS - Sent","06/08/2021","06/07/2027"
"99SWC-NV21-8442","","Fire Fuels Reduction and Vegetation Management Services","Giles Construction LLC.","","$0.00","Statewide Contracts","3PS - Sent","06/08/2021","06/07/2027"
"99SWC-NV21-8441","","Fire Fuels Reduction and Vegetation Management Services","Swaggart Enterprises, Inc.","","$0.00","Statewide Contracts","3PS - Sent","06/08/2021","06/07/2027"
"99SWC-NV21-8440","","Fire Fuels Reduction and Vegetation Management Services","Quicksilver Contracting Co.","","$0.00","Statewide Contracts","3PS - Sent","06/08/2021","06/07/2027"
"99SWC-NV21-8439","","Fire Fuels Reduction and Vegetation Management Services","Summitt Forests, Inc","","$0.00","Statewide Contracts","3PS - Sent","06/08/2021","06/07/2027"
"99SWC-NV21-8438","","Fire Fuels Reduction and Vegetation Management Services","Mountain F. Enterprises, Inc.","","$0.00","Statewide Contracts","3PS - Sent","06/08/2021","06/07/2027"
"99SWC-NV21-8437","","Fire Fuels Reduction and Vegetation Management Services","Kirch Construction LLC","","$0.00","Statewide Contracts","3PS - Sent","06/08/2021","06/07/2027"
"99SWC-NV21-8435","","Fire Fuels Reduction and Vegetation Management Services","Red Mtn. Resource LLC","","$0.00","Statewide Contracts","3PS - Sent","06/08/2021","06/07/2027"
"99SWC-NV21-8434","","Fire Fuels Reduction and Vegetation Management Services","Lost River Fire Management Services, Inc","","$0.00","Statewide Contracts","3PS - Sent","06/08/2021","06/07/2027"
"99SWC-NV21-8433","","Fire Fuels Reduction and Vegetation Management Services","Diversified Resources, Inc.","","$83,482.50","Statewide Contracts","3PS - Sent","06/08/2021","06/07/2027"
"99SWC-NV21-8432","","Fire Fuels Reduction and Vegetation Management Services","Resource Concepts, Inc.","","$0.00","Statewide Contracts","3PS - Sent","06/08/2021","06/07/2027"
"99SWC-NV21-8395","","Information Technology Solutions & Services (OMNIA - City of Mesa, AZ)","SHI International Corp","","$8,220,026.07","Statewide Contracts","3PS - Sent","10/22/2021","09/28/2025"
"99SWC-NV21-8313","","Information Technology Solutions & Services (OMNIA - City of Mesa, AZ))","CDW Government, Inc.","","$6,707,766.67","Statewide Contracts","3PS - Sent","04/30/2021","09/25/2025"
"99SWC-NV21-8009","","Inmate and Detention Supplies, Solutions and Services (OMNIA - County of Sacramento, CA)","Bob Barker Company, Inc.","","$67,064.44","Statewide Contracts","3PS - Sent","03/29/2021","10/04/2025"
"99SWC-NV21-7958","","Body Armor (NASPO)","Angel Armor, LLC","","$0.00","Statewide Contracts","3PS - Sent","11/10/2020","11/10/2025"
"99SWC-NV21-7946","","Data Communication Products and Services (NASPO)","Extreme Networks, Inc.","","$2,109,264.71","Statewide Contracts","3PS - Sent","05/28/2021","09/30/2026"
"99SWC-NV21-7945","","Data Communication Products and Services (NASPO)","Cradlepoint, Inc","","$0.00","Statewide Contracts","3PS - Sent","04/01/2021","09/30/2026"
"99SWC-NV21-7797","","Body Armor (NASPO)","ONYX ARMOR","","$0.00","Statewide Contracts","3PS - Sent","11/10/2020","11/10/2025"
"99SWC-NV21-7624","","Body Armor (NASPO)","Survival Armor, Inc","","$0.00","Statewide Contracts","3PS - Sent","11/10/2020","11/10/2025"
"99SWC-NV21-7623","","Body Armor (NASPO)","Safariland LLC","","$0.00","Statewide Contracts","3PS - Sent","11/10/2020","11/10/2025"
"99SWC-NV21-7621","","Body Armor (NASPO)","Point Blank Enterprises, Inc. ","","$23,123.50","Statewide Contracts","3PS - Sent","11/10/2020","11/10/2025"
"99SWC-NV21-7620","","Body Armor (NASPO)","GH Armor Systems","","$0.00","Statewide Contracts","3PS - Sent","11/10/2020","11/10/2025"
"99SWC-NV21-7619","","Body Armor (NASPO)","Central Lake Armor Express, Inc.","","$0.00","Statewide Contracts","3PS - Sent","11/10/2020","11/10/2025"
"99SWC-NV21-7551","","Electronic Fuel Dispensing & Card Lock Processing System","Pilot Thomas Logistics, LLC","","$114.02","Statewide Contracts","3PS - Sent","04/01/2021","03/31/2027"
"99SWC-NV21-7310","","Employee Drug and Alcohol Testing","Drug Free Workplaces USA, LLC","","$12,681.17","Statewide Contracts","3PS - Sent","01/01/2021","12/31/2025"
"99SWC-NV21-7084","","HyLand Software NASPO Cloud Solution","Hyland Software, Inc.","","$0.00","Statewide Contracts","3PS - Sent","11/10/2020","09/08/2026"
"99SWC-NV21-7020","","Homeland Security, Public Safety and Emergency Preparedness (OMNIA)","Mallory Safety and Supply, LLC","","$160,706.87","Statewide Contracts","3PS - Sent","12/02/2020","09/30/2028"
"99SWC-NV21-6590","","Oracle Products and Services","Mythics, LLC","","$3,677,374.39","Statewide Contracts","3PS - Sent","10/06/2020","11/30/2028"
"99SWC-NV21-6458","","Audio Video Equipment and Supplies (NASPO)","Audio Enhancement Inc.","","$0.00","Statewide Contracts","3PS - Sent","11/04/2019","12/31/2025"
"99SWC-NV21-10941","","Fire Fuels Reduction and Vegetation Management Services","High Desert Graziers","","$78,400.00","Statewide Contracts","3PS - Sent","03/08/2022","06/07/2027"
"99SWC-NV21-10940","","Fire Fuels Reduction and Vegetation Management Services","CATE LAND FIRES ","","$0.00","Statewide Contracts","3PS - Sent","03/08/2022","06/07/2027"
"99SWC-NV20-5638","","Telecommunication Services","Cox Communications, Inc.","","$86,218.12","Statewide Contracts","3PS - Sent","07/01/2020","12/31/2025"
"99SWC-NV20-5284","","Temporary Medical Services","Reliable Health Care Services of Southern Nevada, Inc.","","$2,901,670.50","Statewide Contracts","3PS - Sent","07/14/2020","12/31/2025"
"99SWC-NV20-4866","","Bulk Fuel Purchase and Delivery Services  ","Hunt & Sons, Inc.","","$408.10","Statewide Contracts","3PS - Sent","02/01/2020","01/30/2026"
"99SWC-NV20-4628","","Data Communications Products and Services (NASPO)","Juniper Networks, (US) Inc.","","$0.00","Statewide Contracts","3PS - Sent","03/24/2020","09/30/2026"
"99SWC-NV20-4627","","Data Communication Products and Services (NASPO)","Palo Alto Networks, Inc.","","$177,570.41","Statewide Contracts","3PS - Sent","04/24/2020","09/30/2026"
"99SWC-NV20-4447","","Data Communication Products and Services (NASPO)","Cisco Systems, Inc","","$29,940,511.48","Statewide Contracts","3PS - Sent","08/01/2020","09/30/2026"
"99SWC-NV20-4356","","Public Safety Vehicle Access, LED Light Bars, Sirens, Warning & Accessories (NASPO)","Federal Signal Corporation","","$0.00","Statewide Contracts","3PS - Sent","09/01/2019","08/31/2025"
"99SWC-NV20-4291","","Bulk Fuel Purchase and Delivery Services  ","EPIC Aviation, LLC","","$609,925.31","Statewide Contracts","3PS - Sent","02/01/2020","01/30/2026"
"99SWC-NV20-4289","","Bulk Fuel Purchase and Delivery Services  ","River City Petroleum, Inc.","","$0.00","Statewide Contracts","3PS - Sent","03/03/2020","01/30/2026"
"99SWC-NV20-4288","","Bulk Fuel Purchase and Delivery Services  ","Rebel Oil Company, Inc.","","$99,512.59","Statewide Contracts","3PS - Sent","02/01/2020","01/30/2026"
"99SWC-NV20-4287","","Bulk Fuel Purchase and Delivery Services  ","Interstate Oil Company","","$0.00","Statewide Contracts","3PS - Sent","03/10/2020","01/30/2026"
"99SWC-NV20-4283","","Bulk Fuel Purchase and Delivery Services  ","WESTERN ENERGETIX LLC","","$336,965.74","Statewide Contracts","3PS - Sent","02/01/2020","01/30/2026"
"99SWC-NV20-4282","","Bulk Fuel Purchase and Delivery Services  ","Ferrellgas LP","","$0.00","Statewide Contracts","3PS - Sent","02/01/2020","01/30/2026"
"99SWC-NV20-4203","","Cloud Solutions (NASPO ValuePoint)","SMARTRONIX, INC.","","$0.00","Statewide Contracts","3PS - Sent","09/12/2017","09/08/2026"
"99SWC-NV20-4156","","Wireless accessories (NASPO)","Discountcell Inc","","$343,407.25","Statewide Contracts","3PS - Sent","01/01/2020","08/11/2029"
"99SWC-NV20-4010","","Wireless, Data, Voice and Accessories","Verizon Wireless","","$6,581.32","Statewide Contracts","3PS - Sent","01/01/2020","08/11/2029"
"99SWC-NV20-4009","","Wireless, Data, Voice and Accessories","Sprint","","$0.00","Statewide Contracts","3PS - Sent","01/09/2020","08/11/2029"
"99SWC-NV20-4008","","Wireless, Data, Voice and Accessories NASPO","AT&T Mobility National Accounts","","$0.00","Statewide Contracts","3PS - Sent","06/16/2020","08/11/2029"
"99SWC-NV20-3856","","Wireless, Data, Voice and Accessories","T-Mobile USA, Inc.,","","$6,258.00","Statewide Contracts","3PS - Sent","01/01/2020","08/11/2029"
"99SWC-NV20-3787","","Public Safety Vehicle Access, LED Light Bars, Sirens, Warning & Accessories (NASPO)","Whelen Engineering Company Inc","","$0.00","Statewide Contracts","3PS - Sent","09/01/2019","08/31/2025"
"99SWC-NV20-3015","","Travel-Nationwide Vehicle Rentals (NASPO)","EAN Services","","$0.00","Statewide Contracts","3PS - Sent","09/16/2019","09/15/2025"
"99SWC-NV20-13227","","Bulk Fuel Purchase and Delivery Services  ","Jim Menesini Petroleum, LLC","","$42,202.00","Statewide Contracts","3PS - Sent","09/07/2022","01/30/2026"
"99SWC-NV20-12201","","Telecommunication Services","Charter Business","","$0.00","Statewide Contracts","3PS - Sent","06/14/2022","12/31/2025"
"99SWC-NV19-3562","","Clinical Lab Testing","Quest Diagnostics Nevada","","$0.00","Statewide Contracts","3PS - Sent","01/01/2020","12/31/2025"
"99SWC-NV19-2697","","Long Distance Services Statewide","AT&T","","$0.00","Statewide Contracts","3PS - Sent","10/01/2019","09/30/2025"
"99SWC-NV19-2149","","Punchout Catalog","WAXIE SANITARY SUPPLY","","$1,471,324.68","Statewide Contracts","3PS - Sent","05/02/2018","05/31/2026"
"99SWC-NV19-1886","","Avaya Communication System","Convergeone, Inc.","","$4,170,791.19","Statewide Contracts","3PS - Sent","03/01/2019","02/28/2028"
"99SWC-NV19-1774","","Cloud Solutions (NASPO)","NTT DATA Services","","$0.00","Statewide Contracts","3PS - Sent","01/22/2019","09/15/2026"
"99SWC-NV19-1438","","Temporary IT Augmentation Services","Knowledge Services","","$9,331,728.14","Statewide Contracts","3PS - Sent","11/13/2018","09/15/2026"
